rounded src,name,email,send_to,mb-1 2,website_url,location,type,google map,club_info_url
https://www.tennisontario.com/storage/app/public/clubs/Almonte_converted1.jpg,Almonte Tennis Club,tennisalmonte@gmail.com,mailto:tennisalmonte@gmail.com,atc.sports.blog,http://atc.sports.blog/,Almonte,Community,http://maps.google.com/maps?q=Almonte+and+District+Tennis+Club+Almonte+K0A1A0+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/almonte-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/tYx7YdGuyRdmm7LHjwJl.png,AMA Tennis Club,ama_tennis.club@yahoo.ca,mailto:ama_tennis.club@yahoo.ca,http://amatennisclub.wixsite.com/amatennisclub/tournament-results,http://amatennisclub.wixsite.com/amatennisclub/tournament-results,LaSalle,Community,http://maps.google.com/maps?q=1010+Front+Rd+LaSalle+N9J+1Z9+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/ama-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/March2024/aDfm1xysrvIAuJLixOGV.png,Ancaster Tennis Club and Rogers Tennis Dome,info@ancastertennis.ca,mailto:info@ancastertennis.ca,www.ancastertennis.ca,http://www.ancastertennis.ca/,"Ancaster, ON",Community,"http://maps.google.com/maps?q=Ancaster+Rogers+Tennis+Club,+291+Lodor+St,+Ancaster,+ON+L9G+2Z2+Ancaster,+ON+L9G+4X1+CA",https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/ancaster-tennis-club-and-rogers-tennis-dome
https://www.tennisontario.com/storage/app/public/clubs/1413901.jpg,Applewood Tennis Club,forward09@gmail.com,mailto:forward09@gmail.com,www.applewoodtennis.com,http://www.applewoodtennis.com/,Mississauga,Community,http://maps.google.com/maps?q=3505+Golden+Orchard+Dr+Mississauga+L4Y+3H7+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/applewood-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Picture_3.jpg,Armadale Tennis Club,armadaletennis@gmail.com,mailto:armadaletennis@gmail.com,www.armadaletennisclub.ca,http://www.armadaletennisclub.ca/,Markham,Community,"http://maps.google.com/maps?q=2401+Denison+Street,+Markham+L3S+1G3+CA",https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/armadale-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/May2023/If8dOQxnbfLKRi7FJLW1.png,Aurora Community Tennis Club,board.actc@gmail.com,mailto:board.actc@gmail.com,www.auroratennis.ca,http://www.auroratennis.ca/,Aurora,Community,http://maps.google.com/maps?q=76+Maple+St.+Aurora+L4G+1L2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/aurora-community-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/BR.jpg,Badminton & Racquet Club,tennis@thebandr.com,mailto:tennis@thebandr.com,www.thebandr.com,http://www.thebandr.com/,Toronto,Private,http://maps.google.com/maps?q=25+Saint+Clair+Avenue+West+Toronto+M4V+1K6+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/badminton-racquet-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/3fu7LgCvLIQhd3VwYytd.png,Ballantrae Tennis Club,info@ballantraetennis.ca,mailto:info@ballantraetennis.ca,www.ballantraetennis.ca/,http://www.ballantraetennis.ca/,Stouffville,Community,http://maps.google.com/maps?q=5592+Aurora+Road+Stouffville+L4A+7X4+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/ballantrae-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/TYUdHCdazVIFzZxjdeMh.jpg,Banbury Tennis Club,banburytennisclub@gmail.com,mailto:banburytennisclub@gmail.com,www.banburytennisclub.net,http://www.banburytennisclub.net/,Toronto,Community,http://maps.google.com/maps?q=120+Banbury+Rd+Toronto+M3B+2L3+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/banbury-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/Z3AH5PUZ4MJLQ3vYVLoI.jpg,Barrhaven Tennis Club,barrhaventennisclub@gmail.com,mailto:barrhaventennisclub@gmail.com,www.barrhaventennisclub.com,http://www.barrhaventennisclub.com/,Nepean,Community,http://maps.google.com/maps?q=76+Larkin+Drive+Nepean+K2J+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/barrhaven-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/December2023/EmhZtNuyf6UUwAGF81AT.png,Barrie Community Tennis Club Inc.,barrietennis@hotmail.com,mailto:barrietennis@hotmail.com,www.barrietennis.ca,http://www.barrietennis.ca/,Barrie,Community,"http://maps.google.com/maps?q=Queen%27s+Park,+Ross+Street,+Barrie+Barrie+L4N+1G3+CA",https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/barrie-community-tennis-club-inc
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/dXIyMyuR09Tz4utFphqi.png,Barrie North Winter Tennis,info@barrienorthwintertennis.com,mailto:info@barrienorthwintertennis.com,www.barrienorthwintertennis.com,http://www.barrienorthwintertennis.com/,Midhurst,Commercial,http://maps.google.com/maps?q=41A+Spence+Av+Midhurst+L9X+0P2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/barrie-north-winter-tennis
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/X1hvShsg7QzRvDKTMoIo.png,Bayview Golf & Country Club,tennis@bayviewclub.com,mailto:tennis@bayviewclub.com,www.bayviewclub.com,http://www.bayviewclub.com/,Thornhill,Private,http://maps.google.com/maps?q=25+Fairway+Heights+Dr+Thornhill+L3T+3X1+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bayview-golf-and-country-club
https://www.tennisontario.com/storage/app/public/clubs-information/May2023/BHy7oyuF5WtbWb84lsdB.jpg,Bayview Village Tennis Camp,pnielsen889@rogers.com,mailto:pnielsen889@rogers.com,https://bayviewvillagetenniscamp.ca/,https://bayviewvillagetenniscamp.ca/,North York,Non-Member,http://maps.google.com/maps?q=30+Elkhorn+Drive+North+York+M2K+1J3+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bayview-village-tennis-camp
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/7CfVNxsRFcAauRrPAk8l.png,Bayview Village Tennis Club,president@bvtc.ca,mailto:president@bvtc.ca,bayviewvillagetennis.com,http://bayviewvillagetennis.com/,North York,Community,http://maps.google.com/maps?q=30+Elkhorn+Drive+North+York+M2K+1J3+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bayview-village-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Beaumaris.jpg,Beaumaris Yacht Club,byc@bellnet.ca,mailto:byc@bellnet.ca,www.beaumaris.oarg,http://www.beaumaris.oarg/,Milford Bay,Private,http://maps.google.com/maps?q=1197+Beaumaris+Road+Milford+Bay+P0B+1E0+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/beaumaris-yacht-club
https://www.tennisontario.com/storage/app/public/clubs-information/July2025/thsHeZ70GcxkNmkk2YVT.jpg,Beaver River Tennis Club,knute@knute.ca,mailto:knute@knute.ca,https://beaverrivertennisclub.ca,https://beaverrivertennisclub.ca/,Markdale,Community,"http://maps.google.com/maps?q=c/o+28+Queen+St,+P.O.+Box+564+Markdale+N0C+1H0+CA",https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/beaver-river-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/1NY0woH9oWqBn3TDKzpv.jpg,Belfountain Tennis Club,cheryl@belfountaintennis.ca,mailto:cheryl@belfountaintennis.ca,www.belfountaintennis.ca,http://www.belfountaintennis.ca/,Belfountain,Community,http://maps.google.com/maps?q=593+Bush+Street+Belfountain+L7K+0E8+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/belfountain-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Bellbury.png,Bellbury Tennis Club,raphael.leong@supplyontario.ca,mailto:raphael.leong@supplyontario.ca,www.bellburytennisclub.com,http://www.bellburytennisclub.com/,Toronto,Community,http://maps.google.com/maps?q=65+Van+Horne+Avenue+Toronto+.+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bellbury-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/FqFUyKw7TxNT2BOm6XEq.png,Bennington Heights Tennis Club,benningtonheightstennis@bell.net,mailto:benningtonheightstennis@bell.net,www.benningtonheightstennis.org,http://www.benningtonheightstennis.org/,Toronto,Community,http://maps.google.com/maps?q=429+Heath+Street+East+Toronto+M4G+1B8+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bennington-heights-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/blackburn.jpg,Blackburn Tennis Club,blackburntennisclub@gmail.com,mailto:blackburntennisclub@gmail.com,www.blackburntennis.ca,http://www.blackburntennis.ca/,Gloucester,Community,http://maps.google.com/maps?q=2669+Innes+Road+Gloucester+K1B+4Z5+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/blackburn-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/tNagqymsKrFUH1JErj8F.png,Blackmore Tennis Club,adam@blackmoretennis.ca,mailto:adam@blackmoretennis.ca,www.blackmoretennis.ca,http://www.blackmoretennis.ca/,Richmond Hill,Commercial,http://maps.google.com/maps?q=114+Blackmore+Ave+Richmond+Hill+L4B+2B1+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/blackmore-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Bolton.jpg,Bolton Tennis Club,samaent@rogers.com,mailto:samaent@rogers.com,www.boltontennis.net,http://www.boltontennis.net/,Bolton,Community,http://maps.google.com/maps?q=330+Glasgow+Rd+Bolton+L7E+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bolton-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Boulevard.jpg,Boulevard Club,tennis@boulevardclub.com,mailto:tennis@boulevardclub.com,www.boulevardclub.com,http://www.boulevardclub.com/,Toronto,Private,http://maps.google.com/maps?q=1491+Lake+Shore+Blvd+W+Toronto+M6K+3C3+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/boulevard-club
https://www.tennisontario.com/storage/app/public/clubs/btc.jpg,Bowmanville Tennis Club,bowmanvilletennis@hotmail.com,mailto:bowmanvilletennis@hotmail.com,www.bowmanvilletennisclub.com,http://www.bowmanvilletennisclub.com/,Bowmanville,Community,http://maps.google.com/maps?q=26+Beech+Avenue+Bowmanville+L1C+3A2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bowmanville-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Bracebridge.jpg,Bracebridge Tennis Club,info@bracebridgetennisclub.com,mailto:info@bracebridgetennisclub.com,www.bracebridgetennisclub.com,http://www.bracebridgetennisclub.com/,Bracebridge,Community,http://maps.google.com/maps?q=Kerr+Park+Bracebridge+P1L+1X2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bracebridge-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/zpWT3opE8kUblsvPwn1X.jpg,Bramalea Tennis Club,trevtrini@hotmail.com,mailto:trevtrini@hotmail.com,https://bramaleatennisclub.org/,https://bramaleatennisclub.org/,Brampton,Community,http://maps.google.com/maps?q=18+Alisma+Trail+Brampton+L6S+6G7+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bramalea-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/July2025/kPFI2gvkF0hWecQ2Isuh.jpg,Brampton Tennis Club,president@bramptontennisclub.ca,mailto:president@bramptontennisclub.ca,www.bramptontennisclub.ca,http://www.bramptontennisclub.ca/,Brampton,Private,http://maps.google.com/maps?q=38+Union+Street+Brampton+L6V+1C9+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/brampton-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/November2023/IEeF5JHOHuN5xhnyr4Pe.jpg,BreakPoint Tennis Club,info@breakpointclub.org,mailto:info@breakpointclub.org,https://breakpointclub.org/,https://breakpointclub.org/,Toronto,Associate,http://maps.google.com/maps?q=1457+Queen+St+E+Toronto+M4L1E2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/breakpoint-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/W5yQeU5DGAM0DLr7EgiR.png,Bridlewood Tennis Club,debkudjerski@gmail.com,mailto:debkudjerski@gmail.com,www.bridlewoodtennis.ca,http://www.bridlewoodtennis.ca/,Scarborough,Community,http://maps.google.com/maps?q=445+Huntingwood+Dr+Scarborough+M1W+1G3+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/bridlewood-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/IMG_0675.JPG,Brighton Tennis Club,kmnodyer@gmail.com,mailto:kmnodyer@gmail.com,www.facebook.com/BrightonTennisClub/,http://www.facebook.com/BrightonTennisClub/,Brighton,Community,http://maps.google.com/maps?q=King+Edward+Park+Brighton+K0K1H0+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/brighton-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/burlington_tc.png,Burlington Tennis Club,president.burltc@gmail.com,mailto:president.burltc@gmail.com,http://www.btc1.ca,http://www.btc1.ca/,Burlington,Community,http://maps.google.com/maps?q=501+Drury+Lane+Burlington+L7R+2X3+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/burlington-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/Ste27ppT1jARO4WwQ9Gi.png,Caledon East Tennis Club,caledoneasttennis@gmail.com,mailto:caledoneasttennis@gmail.com,http://caledoneasttennisclub.com,http://caledoneasttennisclub.com/,Caledon,Community,http://maps.google.com/maps?q=15+Robert+Carson+Dr.+Caledon+Caledon+East+Community+Park+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/caledon-east-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/July2025/WaMbKqpmj1I7WSHGnojU.jpg,Caledon Tennis Club,lawrence5468@rogers.com,mailto:lawrence5468@rogers.com,https://clubspark.ca/caledontennisclub,https://clubspark.ca/caledontennisclub,Caledon,Community,http://maps.google.com/maps?q=18357+Hurontario+Street+Caledon+L7K+0X7+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/caledon-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/May2023/cTAUYjawyxWG7sINTfjp.jpg,Cambridge Tennis Club,info@cambridgetennisclub.ca,mailto:info@cambridgetennisclub.ca,www.cambridgetennisclub.ca,http://www.cambridgetennisclub.ca/,Cambridge,Community,http://maps.google.com/maps?q=307+Dundas+Street+N+Cambridge+N1R+5S2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/cambridge-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/May2023/j1bmkGoJPtmmEvKJkYl5.jpg,Cameron Shores Tennis Club,CameronShoresTC@gmail.com,mailto:CameronShoresTC@gmail.com,,,Thornbury,Community,http://maps.google.com/maps?q=200+Peel+St.+Thornbury+N0H+2P0+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/cameron-shores-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Carleton_converted.jpg,Carleton Tennis Centre,tonymilotennis@hotmail.com,mailto:tonymilotennis@hotmail.com,www.carletontenniscentre.com/,http://www.carletontenniscentre.com/,Caledon,Associate,http://maps.google.com/maps?q=1125+Colonel+By+Dr+Caledon+K1S+5B6+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/carleton-tennis-centre
https://www.tennisontario.com/storage/app/public/clubs/Carp_Tennis_logo.jpg,Carp Tennis Club,carptennisclub@gmail.com,mailto:carptennisclub@gmail.com,http://www.carptennis.com/,http://www.carptennis.com/,Carp,Community,http://maps.google.com/maps?q=242+Langstaff+Drive+Carp+K0A+1L0+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/carp-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/VFybgSWIleo38RMkudlt.png,Cedar Springs Tennis Club,membership@cedarspringsclub.com,mailto:membership@cedarspringsclub.com,www.cedarspringsclub.com,http://www.cedarspringsclub.com/,Burlington,Commercial,http://maps.google.com/maps?q=960+Cumberland+Ave+Burlington+L7N+3J6+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/cedar-springs-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/4CIOs26DtutgyMkd6NYO.jpg,Centennial Tennis Club,tennis4life88@hotmail.com,mailto:tennis4life88@hotmail.com,,,Scarborough,Community,http://maps.google.com/maps?q=Centennial+Recreation+Centre+Scarborough+M1H+2W5+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/centennial-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/CTC_Logo.png,Central Tennis Club,president@centraltennisclub.com,mailto:president@centraltennisclub.com,www.centraltennisclub.com,http://www.centraltennisclub.com/,Toronto,Community,http://maps.google.com/maps?q=40+Montgomery+Rd+Toronto+M8X+1Z7+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/central-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/DUdTzi2KlEkAcQWgjImP.png,Charlottetown Tennis Club,dianneweatherby@bell.net,mailto:dianneweatherby@bell.net,www.charlottetowntennis.com,http://www.charlottetowntennis.com/,Scarborough,Community,http://maps.google.com/maps?q=65+Charlottetown+Blvd.+Scarborough+M1C+3B2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/charlottetown-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Pickering_Rec.jpg,Chestnut Hill Developments Recreation Complex (formerly Pickering Rec),daveoch@rogers.com,mailto:daveoch@rogers.com,www.cityofpickering.com,http://www.cityofpickering.com/,Pickering,Commercial,http://maps.google.com/maps?q=1867+Valley+Farm+Rd+Pickering+L1V+6K7+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/chestnut-hill-developments-recreation-complex-formerly-pickering-rec
https://www.tennisontario.com/storage/app/public/clubs/City_VIew.jpg,City View Tennis Club,info@cityviewtennis.ca,mailto:info@cityviewtennis.ca,www.cityviewtennis.ca,http://www.cityviewtennis.ca/,Ottawa,Community,http://maps.google.com/maps?q=60+Fieldrow+Street+Ottawa+K2G+2Y7+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/city-view-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/April2025/2fWJZ3DccSniArNdjgH9.jpg,CK Racquet Centre,ckrc@tennisclubs.ca,mailto:ckrc@tennisclubs.ca,https://tennisclubs.ca/chatham/,https://tennisclubs.ca/chatham/,Chatham,Commercial,http://maps.google.com/maps?q=23580+Bear+Line+Road+Chatham+N7M+5J7+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/ck-racquet-centre
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/JOkSs8BCW6E3pe5pN4Fl.png,Collingwood Tennis Club,info@collingwoodtennisclub.ca,mailto:info@collingwoodtennisclub.ca,www.collingwoodtennisclub.ca,http://www.collingwoodtennisclub.ca/,Collingwood,Community,http://maps.google.com/maps?q=PO+Box+541+Collingwood+L9Y+4B2+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/collingwood-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Tessa.jpg,Concord Tennis Academy (formerly Tessa Tennis),concordtennisacademy@gmail.com,mailto:concordtennisacademy@gmail.com,www.concordtennisacademy.com,http://www.concordtennisacademy.com/,Vaughan,Non-Member,http://maps.google.com/maps?q=209+Citation+Dr.+Vaughan+L4E4X5+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/concord-tennis-academy-formerly-tessa-tennis
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/kaY5ZK8gEijwiDTzzg6W.jpg,Cottingham Tennis Club,membership@cottinghamtennis.ca,mailto:membership@cottinghamtennis.ca,www.cottinghamtennis.ca,http://www.cottinghamtennis.ca/,Toronto,Community,http://maps.google.com/maps?q=107+Cottingham+St+Toronto+M4V+1B9+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/cottingham-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Craig_Henry.jpg,Craig Henry Tennis Club,info@craighenrytennis.com,mailto:info@craighenrytennis.com,www.craighenrytennis.com,http://www.craighenrytennis.com/,Ottawa,Community,http://maps.google.com/maps?q=Craig+Henry+Park+Ottawa+K2G+4M6+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/craig-henry-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/EiG3wBKudpZJz4Zt0Jem.png,Credit Valley Tennis Club,creditvalleytennis@gmail.com,mailto:creditvalleytennis@gmail.com,www.creditvalleytennis.com,http://www.creditvalleytennis.com/,Mississauga,Community,http://maps.google.com/maps?q=830+Paisley+Blvd+W+Mississauga+L5C+3P5+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/credit-valley-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/July2023/pkmn1ICLgut9dfJhg5J4.jpg,Crescent Harbour Racquet Club,crescentharbourracquetclub@gmail.com,mailto:crescentharbourracquetclub@gmail.com,,,Innisfil,,http://maps.google.com/maps?q=Crescent+Harbour+Road+Innisfil+L9S+3A4+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/crescent-harbour-racquet-club
https://www.tennisontario.com/storage/app/public/clubs/corkstown.jpg,Crystal Beach Tennis Club,info@crystalbeachtennis.org,mailto:info@crystalbeachtennis.org,http://crystalbeachtennis.org/,http://crystalbeachtennis.org/,Ottawa,Community,http://maps.google.com/maps?q=71+Corkstown+Road+Ottawa+K2H+7V4+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/crystal-beach-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/v9RyylYTIyks9WjAReCy.png,Curran Hall Park Tennis Club,rontmmoore@rogers.com,mailto:rontmmoore@rogers.com,www.curranhalltennis.net,http://www.curranhalltennis.net/,Scarborough,Community,http://maps.google.com/maps?q=277+Orton+Park+Road+Scarborough+M1G+3T4+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/curran-hall-park-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Cutten_Fields.png,Cutten Fields Tennis Club,tennispro@cuttenfields.com,mailto:tennispro@cuttenfields.com,www.cuttenfields.com,http://www.cuttenfields.com/,Guelph,Private,http://maps.google.com/maps?q=190+College+Ave+E+Guelph+N1H+6L3+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/cutten-fields-tennis-club
https://www.tennisontario.com/storage/app/public/clubs/Davisville.jpg,Davisville Tennis Club,president@davisvilletennisclub.com,mailto:president@davisvilletennisclub.com,www.davisvilletennisclub.com,http://www.davisvilletennisclub.com/,Toronto,Community,http://maps.google.com/maps?q=220+Davisville+Ave.+Toronto+M4P+3C8+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/davisville-tennis-club
https://www.tennisontario.com/storage/app/public/clubs-information/June2023/yc7AIwk6JGRLVKm0kRyr.jpg,Dentonia Park Tennis Club,info@dentoniatennis.com,mailto:info@dentoniatennis.com,www.dentoniatennis.com,http://www.dentoniatennis.com/,Toronto,Community,http://maps.google.com/maps?q=19+Maryland+Boulevard+Toronto+M4C+CA,https://www.tennisontario.com/clubs/get-on-the-court/find-a-club/dentonia-park-tennis-club
